clade	species	length	orf_valid	gc_content	gc_stretch_count	codon_TAT	codon_ACA	codon_ATA	codon_CAT	codon_CAC	codon_TGT	codon_GTA	codon_TTA	codon_TAC	codon_AAT	codon_ATG	codon_TTG	codon_ATT	codon_CAA	codon_GTG	codon_GCA	codon_TGC	codon_ACG	codon_GAG	codon_CTC	codon_AGC	codon_GCC	codon_TGG	codon_TGA	codon_CTG	codon_GGA	codon_AAC	codon_GGC	codon_GGT	codon_GGG	codon_AGA	codon_CGT	codon_AGG	codon_GAT	codon_GAC	codon_AAG	codon_GAA	codon_CGA	codon_AAA	codon_CAG	codon_TAG	codon_CGG	codon_GTT	codon_TAA	codon_TCG	codon_ACC	codon_GCG	codon_CCC	codon_TCT	codon_ATC	codon_CCG	codon_GTC	codon_CCA	codon_ACT	codon_CTT	codon_GCT	codon_TTC	codon_AGT	codon_TTT	codon_TCC	codon_CGC	codon_CCT	codon_TCA	codon_CTA
NC_073236.2	-3::NC_073236.2:19139138-19176983	37845	False	0.5267	1		17.0				2.0	9.0			830.0	802.0			48.0	631.0	51.0	27.0	633.0	804.0				1440.0		1.0	2157.0	603.0	14.0	18.0	821.0	78.0		113.0	4.0	4.0	68.0	1422.0		693.0	32.0	3.0	632.0	2.0	7.0		2.0												647.0						
NC_073236.2	3::NC_073236.2:19160282-19170887	10605	False	0.5277	1		5.0					2.0			230.0	222.0			13.0	177.0	16.0	7.0	179.0	227.0				400.0		1.0	603.0	174.0	4.0	4.0	232.0	28.0		32.0	1.0	1.0	18.0	401.0		196.0	6.0		181.0																175.0						
NC_073236.2	1::NC_073236.2:19164753-19176456	11703	False	0.5268	1		2.0	2.0	4.0			3.0	2.0		255.0	250.0		1.0	4.0	188.0	14.0	7.0	195.0	251.0				429.0			671.0	195.0	1.0	2.0	262.0	23.0		55.0	2.0	5.0	14.0	452.0		212.0	7.0		193.0																200.0						
NC_073236.2	-2::NC_073236.2:19178703-19287357	108654	False	0.5271	1	3.0	4.0	8.0			5.0	5.0			2250.0	2277.0	8.0	14.0	72.0	1893.0	121.0	92.0	1880.0	2290.0				4057.0	4.0	1.0	6253.0	1910.0	25.0	5.0	2285.0	242.0	2.0	346.0	17.0		91.0	4192.0	10.0	2070.0	18.0	6.0	1900.0		6.0	1.0	4.0	2.0			1.0	4.0							1844.0						
NC_073236.2	-3::NC_073236.2:19183310-19287365	104055	False	0.5277	1		1.0	3.0	1.0		5.0	5.0		1.0	2170.0	2164.0	14.0	7.0	90.0	1783.0	89.0	87.0	1846.0	2214.0		2.0		3816.0	4.0		6011.0	1829.0	34.0		2191.0	203.0	4.0	351.0	12.0		86.0	3996.0	6.0	1966.0	27.0		1839.0		4.0	4.0	5.0			1.0	1.0	3.0			1.0				1809.0						
NC_073236.2	1::NC_073236.2:19183311-19257468	74157	False	0.5279	1	3.0		4.0			2.0	3.0			1522.0	1532.0	4.0	10.0	52.0	1318.0	79.0	52.0	1298.0	1555.0				2780.0		1.0	4277.0	1324.0	16.0	2.0	1557.0	152.0		219.0	5.0		56.0	2858.0	6.0	1420.0	13.0		1317.0			1.0		2.0			1.0	1.0							1277.0						
NC_073236.2	2::NC_073236.2:19190800-19275301	84501	False	0.5285	1	1.0	1.0					3.0			1751.0	1723.0	9.0	10.0	72.0	1434.0	90.0	60.0	1518.0	1822.0				3152.0			4870.0	1524.0	17.0	2.0	1792.0	167.0		233.0	4.0		56.0	3236.0	4.0	1605.0	29.0		1510.0			1.0	2.0	1.0			2.0	2.0							1464.0						
NC_073236.2	3::NC_073236.2:19191956-19215290	23334	False	0.5285	1						2.0				490.0	494.0	2.0		27.0	378.0	29.0	24.0	415.0	516.0		2.0		848.0			1343.0	398.0	11.0		499.0	38.0	1.0	79.0	2.0		23.0	887.0		440.0	9.0		409.0			1.0					1.0				1.0				409.0						
NC_073236.2	3::NC_073236.2:19215293-19254029	38736	False	0.5286	0		1.0								784.0	801.0	3.0	4.0	22.0	703.0	26.0	24.0	711.0	799.0				1438.0			2255.0	706.0	13.0		794.0	50.0		98.0	3.0		19.0	1493.0	1.0	743.0	5.0		711.0																705.0						
NC_073236.2	3::NC_073236.2:19270778-19286483	15705	False	0.5284	0							3.0			330.0	321.0	3.0	2.0	19.0	262.0	12.0	18.0	280.0	340.0				560.0			909.0	278.0	5.0		338.0	34.0		61.0	2.0		14.0	593.0	1.0	296.0	7.0		276.0			2.0	2.0												267.0						
NC_073236.2	-2::NC_073236.2:20055615-20205381	149766	False	0.5261	0	18.0	7.0	4.0			5.0	27.0		3.0	3227.0	3212.0	24.0	17.0	98.0	2598.0	140.0	93.0	2450.0	3140.0		4.0		5717.0	4.0	16.0	8619.0	2449.0	24.0	32.0	3267.0	276.0		529.0	3.0	25.0	200.0	5760.0	1.0	2777.0	40.0	4.0	2462.0	1.0	17.0	1.0	2.0	3.0			3.0	5.0			21.0			1.0	2594.0				2.0		
NC_073236.2	-1::NC_073236.2:20055694-20154544	98850	False	0.5257	0	14.0	4.0	2.0			4.0	30.0		1.0	2116.0	2098.0	15.0	17.0	15.0	1725.0	19.0	10.0	1600.0	2077.0				3859.0	2.0	23.0	5769.0	1607.0	3.0	27.0	2163.0	203.0		345.0	3.0	20.0	159.0	3839.0	3.0	1842.0	5.0	4.0	1595.0		6.0	1.0	4.0								19.0			2.0	1700.0						
NC_073236.2	-3::NC_073236.2:20055800-20216210	160410	False	0.5262	0	16.0	6.0	3.0			4.0	44.0		4.0	3426.0	3422.0	18.0	23.0	123.0	2789.0	170.0	131.0	2638.0	3382.0		3.0		6143.0	8.0	19.0	9226.0	2639.0	42.0	27.0	3468.0	295.0	1.0	519.0	3.0	25.0	210.0	6142.0	1.0	2986.0	36.0	5.0	2631.0	1.0	18.0		6.0	3.0	1.0			4.0			16.0				2790.0	3.0					
NC_073236.2	2::NC_073236.2:20061346-20074342	12996	False	0.5267	0	2.0					1.0	3.0			269.0	275.0	2.0	2.0		224.0			204.0	278.0				506.0		1.0	758.0	214.0	2.0	5.0	278.0	23.0		52.0		5.0	23.0	507.0	1.0	246.0			219.0												1.0				231.0						
NC_073236.2	1::NC_073236.2:20062689-20074824	12135	False	0.5267	0	3.0					3.0	3.0		2.0	255.0	256.0	3.0	2.0		210.0			205.0	257.0				465.0		5.0	712.0	191.0		2.0	267.0	27.0		38.0		2.0	24.0	473.0		228.0	1.0		202.0												1.0				208.0						
NC_073236.2	1::NC_073236.2:20074827-20092686	17859	False	0.5271	0	2.0					1.0	3.0			369.0	376.0	2.0	2.0		311.0	2.0		286.0	380.0				691.0		2.0	1038.0	297.0	1.0	8.0	384.0	32.0		73.0		7.0	28.0	697.0	1.0	340.0			302.0												3.0				315.0						
NC_073236.2	3::NC_073236.2:20076170-20091428	15258	False	0.5271	0	4.0					2.0	2.0		3.0	318.0	322.0	4.0	2.0		260.0		1.0	257.0	326.0				582.0		6.0	893.0	243.0		2.0	336.0	34.0		50.0		3.0	33.0	599.0		284.0			256.0												1.0				263.0						
NC_073236.2	2::NC_073236.2:20079490-20093383	13893	False	0.527	0	2.0						7.0			290.0	289.0	2.0	3.0	3.0	246.0			232.0	297.0				533.0		3.0	818.0	229.0		2.0	307.0	29.0		50.0	1.0	1.0	24.0	533.0		263.0			226.0												6.0				235.0						
NC_073236.2	2::NC_073236.2:20094394-20106148	11754	False	0.5265	0			1.0				4.0			244.0	243.0		2.0	1.0	204.0			196.0	247.0				450.0		4.0	690.0	200.0		2.0	260.0	24.0		46.0		3.0	20.0	456.0		224.0			190.0												2.0				205.0						
NC_073236.2	1::NC_073236.2:20106027-20150913	44886	False	0.5258	0	13.0	1.0	1.0				12.0			961.0	968.0	13.0	10.0	6.0	774.0	9.0	8.0	722.0	961.0				1743.0		6.0	2613.0	731.0	1.0	9.0	991.0	77.0		160.0	1.0	9.0	53.0	1746.0		830.0	2.0		727.0									1.0			12.0				791.0						
NC_073236.2	2::NC_073236.2:20106151-20150029	43878	False	0.5259	0	10.0		1.0				10.0		1.0	941.0	944.0	10.0	8.0	6.0	772.0	6.0	3.0	713.0	929.0				1723.0		12.0	2565.0	710.0		13.0	962.0	98.0		142.0		6.0	54.0	1699.0		817.0	2.0		708.0				2.0								9.0				750.0						
NC_073236.2	3::NC_073236.2:20113853-20154545	40692	False	0.5256	0	6.0	2.0				1.0	15.0			886.0	884.0	6.0	13.0	12.0	695.0	9.0	8.0	646.0	870.0				1612.0		7.0	2373.0	653.0	3.0	13.0	885.0	77.0		131.0		11.0	50.0	1572.0		746.0	6.0		656.0				1.0					2.0			5.0				708.0						
NC_073236.2	1::NC_073236.2:20151783-20161980	10197	False	0.5261	0		3.0					3.0			221.0	233.0	1.0		12.0	175.0	14.0	6.0	160.0	209.0				389.0			583.0	161.0	6.0	3.0	223.0	22.0		35.0		1.0	15.0	384.0		189.0	9.0		167.0	1.0															174.0						
NC_073236.2	-1::NC_073236.2:20154547-20222041	67494	False	0.5269	0		6.0					14.0			1437.0	1483.0	2.0	3.0	126.0	1169.0	143.0	128.0	1121.0	1397.0		3.0		2487.0	1.0		3810.0	1141.0	43.0	16.0	1433.0	109.0		198.0	1.0	3.0	48.0	2502.0		1261.0	45.0	1.0	1147.0	1.0	15.0		3.0	5.0				2.0							1193.0	1.0					
NC_073236.2	2::NC_073236.2:20156611-20167165	10554	False	0.5265	0		1.0					4.0			207.0	251.0			12.0	171.0	8.0	12.0	166.0	223.0				404.0			613.0	175.0	11.0	1.0	220.0	14.0		33.0	1.0	1.0	7.0	397.0		207.0	11.0		173.0					1.0											194.0						
NC_073236.2	1::NC_073236.2:20161983-20173368	11385	False	0.5271	0		1.0					1.0			263.0	245.0			16.0	205.0	24.0	16.0	190.0	230.0		1.0		423.0			644.0	181.0	4.0	2.0	250.0	19.0		42.0		1.0	16.0	431.0		202.0	10.0		186.0				1.0					1.0							190.0						
NC_073236.2	3::NC_073236.2:20166947-20187137	20190	False	0.5279	0		1.0					4.0			426.0	446.0			35.0	347.0	36.0	34.0	335.0	424.0		2.0		747.0			1151.0	342.0	14.0	3.0	433.0	35.0		61.0			13.0	753.0		379.0	14.0		339.0				1.0	2.0				1.0							352.0						
NC_073236.2	2::NC_073236.2:20181004-20192848	11844	False	0.5279	0		1.0					1.0			261.0	249.0			26.0	205.0	24.0	24.0	204.0	248.0		1.0		430.0			672.0	203.0	5.0	2.0	256.0	25.0		37.0			8.0	437.0		217.0	7.0		201.0				1.0	1.0				1.0							201.0						
NC_073236.2	3::NC_073236.2:20187140-20200328	13188	False	0.5277	0							2.0		1.0	273.0	280.0	1.0		27.0	228.0	38.0	23.0	224.0	279.0		1.0		496.0			736.0	228.0	7.0	1.0	274.0	25.0		39.0			11.0	489.0		252.0	5.0		228.0																228.0						
NC_073236.2	-2::NC_073236.2:20211759-20242713	30954	False	0.5264	0		4.0				1.0	12.0			667.0	655.0		5.0	53.0	551.0	70.0	52.0	527.0	633.0				1146.0			1735.0	513.0	15.0	14.0	658.0	45.0		82.0		2.0	40.0	1146.0		573.0	20.0	1.0	525.0		12.0		1.0					3.0							554.0	3.0					
NC_073236.2	-3::NC_073236.2:20225597-20237528	11931	False	0.5267	0		1.0					1.0			260.0	243.0		2.0	19.0	217.0	28.0	20.0	204.0	241.0				449.0			667.0	205.0	3.0	6.0	263.0	20.0		34.0		2.0	10.0	444.0		219.0	7.0		194.0		8.0		1.0												209.0						
NC_073236.2	1::NC_073236.2:20227497-20237529	10032	False	0.5267	0		2.0				1.0	5.0			218.0	218.0		1.0	19.0	175.0	18.0	10.0	173.0	207.0				370.0			569.0	160.0	5.0	5.0	216.0	16.0		25.0		1.0	16.0	368.0		186.0	8.0		171.0									1.0							178.0	2.0					
NC_073236.2	-1::NC_073236.2:20234590-20247031	12441	False	0.5262	0		2.0					5.0			267.0	266.0		1.0	26.0	224.0	25.0	24.0	206.0	254.0				465.0			700.0	208.0	6.0	5.0	264.0	21.0		32.0			14.0	456.0		231.0	8.0		210.0		4.0		2.0												219.0	2.0					
NC_073236.2	-3::NC_073236.2:20239367-20250278	10911	False	0.5262	0							5.0			234.0	234.0		1.0	25.0	194.0	28.0	28.0	185.0	224.0				399.0	1.0		610.0	183.0	6.0	3.0	228.0	11.0		22.0			10.0	397.0		204.0	8.0		187.0		4.0		1.0					2.0							202.0	1.0					
NC_073236.2	-2::NC_073236.2:20242716-20254800	12084	False	0.5261	0							5.0			248.0	265.0		1.0	34.0	222.0	38.0	30.0	204.0	246.0				447.0			669.0	208.0	7.0	2.0	244.0	16.0		26.0		1.0	10.0	435.0		230.0	3.0		209.0		4.0	1.0	1.0					2.0							218.0	2.0					
NC_073236.2	-3::NC_073236.2:20250281-20273942	23661	False	0.5262	0		2.0					8.0			508.0	502.0		1.0	51.0	433.0	75.0	60.0	398.0	487.0				870.0			1308.0	400.0	11.0	8.0	490.0	29.0		59.0		1.0	21.0	865.0		441.0	9.0		405.0		9.0		6.0				1.0								425.0	4.0					
NC_073236.2	-1::NC_073236.2:20253307-20277223	23916	False	0.5262	0							8.0			509.0	515.0		4.0	60.0	434.0	62.0	59.0	405.0	488.0				876.0	1.0		1333.0	407.0	13.0	9.0	500.0	33.0		53.0		2.0	15.0	868.0		446.0	12.0		408.0		11.0		1.0	1.0				3.0							435.0	1.0					
NC_073236.2	-2::NC_073236.2:20265972-20299017	33045	False	0.526	0							11.0			731.0	703.0		5.0	75.0	603.0	99.0	78.0	553.0	668.0		2.0		1204.0	3.0		1829.0	560.0	15.0	14.0	702.0	41.0		87.0			20.0	1204.0		603.0	23.0		557.0		13.0		2.0					5.0							603.0	2.0					
NC_073236.2	-1::NC_073236.2:20277226-20292370	15144	False	0.5261	0							7.0			317.0	337.0	1.0		40.0	276.0	42.0	33.0	255.0	309.0				564.0	1.0		843.0	255.0	9.0	4.0	313.0	23.0		34.0		2.0	11.0	548.0		284.0	5.0		255.0		5.0		2.0	1.0				1.0							269.0	2.0					
NC_073236.2	-2::NC_073236.2:20299020-20312634	13614	False	0.5263	0							5.0			287.0	293.0		2.0	32.0	246.0	32.0	31.0	229.0	278.0				506.0			761.0	234.0	10.0	5.0	283.0	16.0		29.0		1.0	10.0	497.0		255.0	7.0		231.0		6.0		1.0	1.0				1.0							248.0	1.0					
NC_073236.2	-1::NC_073236.2:20300533-20513077	212544	False	0.5285	1	5.0	8.0	9.0			9.0	19.0		2.0	4466.0	4533.0	8.0	13.0	170.0	3646.0	283.0	192.0	3590.0	4416.0		1.0		7946.0	6.0	6.0	12139.0	3633.0	109.0	47.0	4644.0	465.0	8.0	791.0	30.0	12.0	197.0	8154.0	9.0	3969.0	76.0	9.0	3632.0	1.0	29.0	1.0	4.0	9.0	1.0		2.0	5.0		1.0	6.0				3535.0	2.0					
NC_073236.2	-3::NC_073236.2:20306126-20353712	47586	False	0.5266	0		12.0				1.0	20.0			1030.0	1028.0		1.0	78.0	837.0	109.0	72.0	800.0	981.0		1.0		1789.0	2.0		2669.0	778.0	21.0	19.0	1019.0	72.0		132.0		7.0	64.0	1767.0		874.0	33.0		793.0		12.0		1.0				1.0	1.0							835.0	3.0					
NC_073236.2	-2::NC_073236.2:20312637-20331198	18561	False	0.5265	0		2.0					8.0			393.0	403.0			32.0	327.0	43.0	35.0	297.0	385.0		1.0		709.0			1044.0	306.0	10.0	4.0	388.0	27.0		54.0		1.0	21.0	688.0		340.0	11.0		310.0		11.0	1.0	2.0												334.0						
NC_073236.2	-2::NC_073236.2:20333598-20356551	22953	False	0.5256	0	3.0	4.0	3.0			2.0	11.0			497.0	508.0	1.0	1.0	32.0	401.0	25.0	25.0	368.0	471.0				846.0			1316.0	368.0	12.0	6.0	494.0	32.0	1.0	100.0		4.0	28.0	860.0	1.0	427.0	16.0	1.0	377.0		5.0		2.0												403.0						
NC_073236.2	-3::NC_073236.2:20353715-20510927	157212	False	0.5295	1	3.0		8.0	1.0		9.0	5.0			3349.0	3272.0	10.0	9.0	86.0	2597.0	172.0	88.0	2711.0	3327.0		1.0		5898.0	14.0	5.0	9035.0	2753.0	49.0	27.0	3569.0	380.0	7.0	555.0	27.0	1.0	115.0	6069.0	7.0	2911.0	70.0	6.0	2680.0	2.0	2.0	1.0	4.0	6.0		1.0	3.0	2.0	1.0		1.0				2554.0			1.0			
NC_073236.2	-2::NC_073236.2:20358339-20510919	152580	False	0.53	1	1.0	1.0	5.0	1.0		8.0	2.0			3231.0	3240.0	9.0	6.0	91.0	2511.0	133.0	85.0	2689.0	3243.0		4.0		5591.0	6.0	1.0	8809.0	2631.0	74.0	27.0	3420.0	317.0	8.0	569.0	21.0	2.0	134.0	5898.0	3.0	2808.0	79.0	3.0	2649.0		2.0	4.0	1.0	6.0	1.0		1.0	2.0			5.0				2528.0						
NC_073236.2	2::NC_073236.2:20358340-20402653	44313	False	0.5278	1	2.0		2.0				2.0			913.0	942.0	1.0	3.0	42.0	751.0	55.0	47.0	760.0	959.0				1621.0		1.0	2537.0	761.0	18.0	2.0	934.0	95.0		171.0	4.0		42.0	1696.0	4.0	851.0	9.0		781.0			1.0		2.0			1.0	1.0							760.0						
NC_073236.2	3::NC_073236.2:20362922-20444732	81810	False	0.5286	1			1.0			2.0	2.0			1720.0	1665.0	5.0	6.0	84.0	1366.0	125.0	80.0	1430.0	1767.0				3046.0			4685.0	1470.0	15.0	3.0	1777.0	231.0	1.0	273.0	5.0		54.0	3120.0	6.0	1541.0	29.0		1420.0			1.0		3.0			3.0	1.0	1.0						1332.0						
NC_073236.2	1::NC_073236.2:20364078-20412699	48621	False	0.5286	1						2.0	1.0			1025.0	1017.0	5.0	1.0	56.0	796.0	61.0	48.0	870.0	1072.0		2.0		1772.0			2799.0	847.0	15.0	1.0	1053.0	107.0	1.0	152.0	3.0		41.0	1848.0	1.0	910.0	21.0		846.0			3.0	1.0				1.0				2.0				827.0						
NC_073236.2	2::NC_073236.2:20402656-20443735	41079	False	0.5287	1						2.0				830.0	861.0	3.0	5.0	41.0	712.0	58.0	40.0	715.0	871.0				1479.0		2.0	2352.0	725.0	22.0	1.0	857.0	114.0		182.0	6.0		37.0	1569.0	3.0	792.0	5.0		737.0																672.0						
NC_073236.2	1::NC_073236.2:20412702-20428050	15348	False	0.5288	0										319.0	325.0	1.0		15.0	245.0	20.0	18.0	277.0	342.0				548.0			883.0	268.0	7.0		328.0	32.0	2.0	54.0	2.0		12.0	586.0		291.0	6.0		272.0			1.0									1.0				261.0						
NC_073236.2	1::NC_073236.2:20428053-20465889	37836	False	0.5309	1	1.0		1.0			4.0				808.0	796.0	1.0	5.0	18.0	645.0	20.0	18.0	678.0	778.0				1361.0			2200.0	650.0	12.0	6.0	862.0	52.0	1.0	144.0	3.0		39.0	1464.0		689.0	31.0		670.0					3.0				1.0			1.0				650.0						
NC_073236.2	2::NC_073236.2:20443738-20501890	58152	False	0.533	1	2.0		3.0			4.0				1199.0	1230.0	2.0	1.0	3.0	961.0	38.0	3.0	1003.0	1192.0				2216.0		2.0	3352.0	1023.0	37.0	13.0	1363.0	129.0	5.0	214.0	12.0		43.0	2284.0	1.0	1067.0	29.0		1023.0				2.0	3.0							4.0				921.0						
NC_073236.2	3::NC_073236.2:20444735-20459378	14643	False	0.5325	0						2.0				300.0	294.0	1.0	1.0		247.0	9.0	2.0	261.0	305.0				564.0			849.0	266.0	3.0	2.0	342.0	18.0		40.0	2.0		9.0	574.0		271.0	5.0		255.0				1.0	1.0											256.0			1.0			
NC_073236.2	3::NC_073236.2:20459381-20474693	15312	False	0.5326	1	1.0		1.0							336.0	316.0				254.0	18.0		270.0	312.0				577.0		1.0	879.0	259.0	9.0	3.0	377.0	23.0	2.0	53.0	7.0	1.0	9.0	600.0		275.0	9.0		255.0				1.0	1.0							1.0				254.0						
NC_073236.2	1::NC_073236.2:20465892-20493519	27627	False	0.5331	1			1.0							570.0	609.0				452.0	18.0		469.0	568.0				1052.0		1.0	1593.0	482.0	23.0	8.0	654.0	71.0	2.0	108.0	9.0	2.0	20.0	1083.0		502.0	10.0		475.0					1.0				1.0			1.0				424.0						
NC_073236.2	3::NC_073236.2:20474696-20497661	22965	False	0.5336	1										493.0	496.0				366.0	6.0		395.0	471.0		1.0		841.0		3.0	1339.0	402.0	17.0	10.0	555.0	51.0	1.0	99.0	5.0		17.0	893.0		412.0	19.0		402.0					1.0				1.0							359.0						
NC_073236.2	1::NC_073236.2:20493537-20504793	11256	False	0.5352	1										236.0	231.0			1.0	177.0	7.0		210.0	237.0		1.0		392.0			655.0	202.0	12.0	10.0	262.0	23.0		58.0			5.0	441.0		203.0	8.0		203.0					1.0											177.0						
NC_073236.2	3::NC_073236.2:20498309-20509073	10764	False	0.5331	1										227.0	221.0			1.0	166.0	11.0		187.0	228.0				405.0			614.0	187.0	5.0	8.0	260.0	33.0	2.0	41.0	1.0		7.0	421.0		202.0	5.0		191.0																165.0						
NC_073236.2	-1::NC_073236.2:20527465-20641495	114030	False	0.5262	1	8.0	6.0	1.0			2.0	26.0		1.0	2481.0	2425.0	10.0	16.0	90.0	1968.0	141.0	98.0	1869.0	2392.0		3.0		4386.0	3.0	15.0	6546.0	1875.0	25.0	22.0	2479.0	212.0		373.0	2.0	21.0	140.0	4359.0		2102.0	34.0	6.0	1857.0		15.0		3.0	5.0	1.0		1.0	4.0			9.0				1977.0				1.0		
NC_073236.2	-2::NC_073236.2:20528097-20589384	61287	False	0.5259	0	10.0	2.0	2.0				10.0		1.0	1319.0	1310.0	10.0	9.0	9.0	1073.0	17.0	8.0	991.0	1297.0				2388.0		15.0	3569.0	994.0	1.0	20.0	1344.0	126.0		213.0	1.0	11.0	84.0	2378.0		1143.0	4.0	2.0	996.0		4.0		2.0								14.0				1051.0				1.0		
NC_073236.2	-3::NC_073236.2:20528105-20658155	130050	False	0.5265	1	15.0	9.0	1.0			1.0	27.0			2809.0	2809.0	18.0	13.0	137.0	2271.0	167.0	130.0	2145.0	2713.0		3.0		4894.0	3.0	8.0	7441.0	2145.0	40.0	31.0	2832.0	232.0		419.0	2.0	16.0	138.0	4939.0		2404.0	53.0	2.0	2162.0	2.0	19.0		4.0	4.0				3.0			15.0				2273.0	1.0					
NC_073236.2	2::NC_073236.2:20529421-20541352	11931	False	0.5264	0			1.0				5.0			244.0	248.0		2.0	1.0	209.0			198.0	248.0				455.0		4.0	701.0	202.0		1.0	261.0	25.0		49.0	1.0	4.0	19.0	463.0		230.0			195.0												2.0				209.0						
NC_073236.2	3::NC_073236.2:20540867-20585753	44886	False	0.5258	0	13.0	1.0	1.0				12.0			961.0	968.0	13.0	10.0	6.0	774.0	9.0	8.0	722.0	961.0				1743.0		6.0	2613.0	731.0	1.0	9.0	991.0	77.0		160.0	1.0	9.0	53.0	1746.0		830.0	2.0		727.0									1.0			12.0				791.0						
NC_073236.2	1::NC_073236.2:20540991-20584869	43878	False	0.5259	0	10.0		1.0				10.0		1.0	941.0	944.0	10.0	8.0	6.0	772.0	6.0	3.0	713.0	929.0				1723.0		12.0	2565.0	710.0		13.0	962.0	98.0		142.0		6.0	54.0	1699.0		817.0	2.0		708.0				2.0								9.0				750.0						
NC_073236.2	2::NC_073236.2:20548693-20589385	40692	False	0.5256	0	6.0	2.0				1.0	15.0			886.0	884.0	6.0	13.0	12.0	695.0	9.0	8.0	646.0	870.0				1612.0		7.0	2373.0	653.0	3.0	13.0	885.0	77.0		131.0		11.0	50.0	1571.0		747.0	6.0		656.0				1.0					2.0			5.0				708.0						
